fullName_E;sdnType_E;program_E;city_E;country_E
TRY PHEAP GRAND ROYAL CAMBODIA CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
TRY PHEAP IMPORT EXPORT CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
PAPA PETROLEUM CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
TRY PHEAP PROPERTY CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
TRY PHEAP TRAVEL & TOURS CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
M D S THMORDA S E Z CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
TRY PHEAP OYADAV S E Z CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
HOTEL HOLDING, S.R.O.;Entity;GLOMAG;Bratislava;Slovakia
INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING A.S.;Entity;GLOMAG;Bratislava;Slovakia
INTERNATIONAL INVESTMENT HOTELS HOLDINGS A.S.;Entity;GLOMAG;Bratislava;Slovakia
SPRAVA A INKASO POHLADAVOK, S.R.O.;Entity;GLOMAG;Bratislava;Slovakia
SPRAVA A INKASO ZMENIEK, S.R.O.;Entity;GLOMAG;Bratislava;Slovakia
TRANZ-TEL, A.S.;Entity;GLOMAG;Bratislava;Slovakia
VENTSPILS ATTISTIBAS AGENTURA;Entity;GLOMAG;Ventspils;Latvia
BIZNESA ATTISTIBAS ASOCIACIJA;Entity;GLOMAG;Ventspils;Latvia
LATVIJAS TRANZITA BIZNESA ASOCIACIJA;Entity;GLOMAG;Ventspils;Latvia
GRAND SERVICE EXPRESS;Entity;UKRAINE-EO13685;Moscow;Russia
KHEDRI JAHAN DARYA CO;Entity;SDGT;Tehran;Iran
MARITIME SILK ROAD LLC;Entity;SDGT;Muscat;Oman
JAHAN DESTINATIONS TRAVEL AND TOURISM LLC;Entity;SDGT;Dubai;United Arab Emirates
GOMEI AIR SERVICES CO., LTD.;Entity;SDGT;Sheung Wan;Hong Kong
FALCON STRATEGIC SOLUTIONS DOO;Entity;GLOMAG;Belgrade;Serbia
VELCOM TRADE DOO BEOGRAD;Entity;GLOMAG;Belgrade;Serbia
MELVALE CORPORATION DOO BEOGRAD;Entity;GLOMAG;Belgrade;Serbia
ARANEKS DOO;Entity;GLOMAG;Belgrade;Serbia
GATEWICK LLC;Entity;SDGT;NULL;United Arab Emirates
VECTURA TRANS DOO;Entity;GLOMAG;Belgrade;Serbia
FINROST LIMITED;Entity;GLOMAG;Nicosia;Cyprus
TARDIGRADE LIMITED;Entity;GLOMAG;Limassol;Cyprus
MOONSTORM ENTERPRISES LIMITED;Entity;GLOMAG;Limassol;Cyprus
BUSINESS DIVERSITY LIMITED;Entity;GLOMAG;Wan Chai;Hong Kong
CAMBO ELITE SECURITY FORCE CO., LTD.;Entity;GLOMAG;Ta Khmau;Cambodia
ROMDOUL DEVELOPMENT CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
BEIRUT DIAM SAL;Entity;SDGT;Beirut;Lebanon
BEIRUT GEM SAL;Entity;SDGT;NULL;Lebanon
MONTECARLO BEACH SAL;Entity;SDGT;Beirut;Lebanon
DEBBIYE 143 SAL;Entity;SDGT;Beirut;Lebanon
NOUR HOLDING SAL;Entity;SDGT;Beirut;Lebanon
ARAMOUN 1506 SAL;Entity;SDGT;Beirut;Lebanon
DAMOUR 850 SAL;Entity;SDGT;Beirut;Lebanon
GEBAA 2480 SAL;Entity;SDGT;Beirut;Lebanon
NOUMAYRIYE 1057 SAL;Entity;SDGT;Beirut;Lebanon
BEIRUT TRADE SAL;Entity;SDGT;Beirut;Lebanon
BLUE STAR DIAMOND SAL - OFFSHORE;Entity;SDGT;Beirut;Lebanon
MINOCONGO;Entity;SDGT;Kinshasa;Congo, Democratic Republic of the
PAIN VICTOIRE;Entity;SDGT;Kinshasa;Congo, Democratic Republic of the
TRANS GAZELLE;Entity;SDGT;NULL;Congo, Democratic Republic of the
INTER ALIMENT SAL OFF-SHORE;Entity;SDGT;Beirut;Lebanon
SALASKO OFFSHORE S.A.L.;Entity;SDGT;Beirut;Lebanon
AL YUMUN REAL ESTATE COMPANY SAL;Entity;SDGT;Beirut;Lebanon
GBJ DE COLIMA, S.A. DE C.V.;Entity;SDNTK;Villa de Alvarez;Mexico
INTERNATIONAL INVESTMENTS HOLDING S.A. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
CORPORATIVO SUSHI PROVI S. DE R.L. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A.;Entity;VENEZUELA-EO13884;Distrito Federal;Venezuela
MASTER REPOSTERIAS Y RESTAURANTES, S.A. DE C.V.;Entity;SDNTK;Zapopan;Mexico
ASA'IB AHL AL-HAQ;Entity;SDGT;NULL;Iraq
ESFAHAN STEEL COMPANY;Entity;IRAN-EO13871;NULL;Iran
KHORASAN STEEL COMPANY;Entity;IRAN-EO13871;Mashhad;Iran
SOUTH KAVEH STEEL COMPANY;Entity;IRAN-EO13871;Tehran;Iran
CHADORMALU MINING & INDUSTRIAL COMPANY;Entity;IRAN-EO13871;Tehran;Iran
OXIN STEEL COMPANY;Entity;IRAN-EO13871;Ahvaz;Iran
ARFA IRON AND STEEL COMPANY;Entity;IRAN-EO13871;Tehran;Iran
IRAN ALLOY STEEL COMPANY;Entity;IRAN-EO13871;Tehran;Iran
KHOUZESTAN STEEL COMPANY;Entity;IRAN-EO13871;Ahwaz;Iran
ALMAHDI ALUMINUM CO.;Entity;IRAN-EO13871;Tehran;Iran
NATIONAL IRANIAN COPPER INDUSTRIES COMPANY;Entity;IRAN-EO13871;Tehran;Iran
GOLGOHAR MINING AND INDUSTRIAL COMPANY;Entity;IRAN-EO13871;Tehran;Iran
IRANIAN GHADIR IRON & STEEL CO.;Entity;IRAN-EO13871;Yazd;Iran
REPUTABLE TRADING SOURCE LLC;Entity;IRAN-EO13871;Muscat;Oman
ALWEFAQ LTD;Entity;LIBYA3;Mosta;Malta
SABA STEEL;Entity;IRAN-EO13871;Isfahan;Iran
HORMOZGAN STEEL COMPANY;Entity;IRAN-EO13871;Bandar Abbas;Iran
IRAN ALUMINUM COMPANY;Entity;IRAN-EO13871;Tehran;Iran
KHALAGH TADBIR PARS CO.;Entity;IRAN-EO13871;Tehran;Iran
HONGYUAN MARINE CO LTD;Entity;IRAN-EO13871;Ningbo;China
PAMCHEL TRADING BEIJING CO. LTD.;Entity;IRAN-EO13871;Beijing;China
POWER ANCHOR LIMITED;Entity;IRAN-EO13871;Mahe;Seychelles
SAGE ENERGY HK LIMITED;Entity;IRAN-EO13846;NULL;Hong Kong
BENEATHCO DMCC;Entity;IRAN-EO13846;Dubai;United Arab Emirates
PEAKVIEW INDUSTRY CO., LIMITED;Entity;IRAN-EO13846;Hong Kong;Hong Kong
TRILIANCE PETROCHEMICAL CO. LTD.;Entity;IRAN-EO13846;Hong Kong;Hong Kong
SHANDONG QIWANGWA PETROCHEMICAL CO., LTD.;Entity;IRAN-EO13846;Zibo;China
JIAXIANG INDUSTRY HONG KONG LIMITED;Entity;IRAN-EO13846;Hong Kong;Hong Kong
ESPANA INFORMATICA S.A.;Entity;GLOMAG;Ciudad del Este;Paraguay
ATLAS HOLDING;Entity;SDGT;NULL;Lebanon
MEDICAL EQUIPMENT AND DRUGS INTERNATIONAL CORPORATION;Entity;SDGT;Beirut;Lebanon
SHAHED PHARM;Entity;SDGT;Beirut;Lebanon
AMANA FUEL CO.;Entity;SDGT;NULL;Lebanon
AMANA PLUS S.A.L.;Entity;SDGT;Chiyah;Lebanon
AL KAWTHAR;Entity;SDGT;Ghobeiri;Lebanon
AMANA SANITARY AND PAINTS COMPANY L.T.D.;Entity;SDGT;Ghobeiri;Lebanon
CITY PHARMA SARL;Entity;SDGT;Borj al Barajneh;Lebanon
GLOBAL TOURISTIC SERVICES SAL;Entity;SDGT;NULL;Lebanon
MIRATH S.A.L.;Entity;SDGT;NULL;Lebanon
SANOVERA PHARM COMPANY SARL;Entity;SDGT;Chiyah;Lebanon
CAPITAL S.A.L.;Entity;SDGT;NULL;Lebanon
KOREA DAIZIN TRADING CORP.;Entity;DPRK2;Pyongyang;Korea, North
DIFUSO COMUNICACIONES S.A.;Entity;NICARAGUA;Managua;Nicaragua
MOBILE ZONE INTERNATIONAL IMPORT-EXPORT S.R.L.;Entity;GLOMAG;Ciudad del Este;Paraguay
TNK TRADING INTERNATIONAL S.A.;Entity;UKRAINE-EO13662;Geneve;Switzerland
PETRO GRAND FZE;Entity;IRAN-EO13846;Al Hamra Industrial Zone FZ;United Arab Emirates
ALPHABET INTERNATIONAL DMCC;Entity;IRAN-EO13846;Dubai;United Arab Emirates
SWISSOL TRADE DMCC;Entity;IRAN-EO13846;Dubai;United Arab Emirates
ALAM ALTHRWA GENERAL TRADING LLC;Entity;IRAN-EO13846;Dubai;United Arab Emirates
ALWANEO L.L.C. CO.;Entity;IRAN-EO13846;Dubai;United Arab Emirates
SPI INTERNATIONAL;Entity;IRAN-EO13846;Johannesburg;South Africa
MCFLY PLASTIC HK LIMITED;Entity;IRAN-EO13846;Hong Kong;Hong Kong
DALIAN GOLDEN SUN IMPORT AND EXPORT CO., LTD.;Entity;IRAN-EO13846;Dalian;China
TIANYI INTERNATIONAL DALIAN CO., LTD.;Entity;IRAN-EO13846;Dalian;China
SATURN OASIS CO., LIMITED;Entity;IRAN-EO13846;Hong Kong;Hong Kong
ARMED FORCES SOCIAL SECURITY INVESTMENT COMPANY;Entity;IRAN-EO13846;Tehran;Iran
MAIN STREET 1095 PROPRIETARY LIMITED;Entity;IRAN-EO13846;Pretoria;South Africa
MADA'IN NOVIN TRADERS;Entity;IFSR;Tehran;Iran
MIDDLE EAST SAMAN CHEMICAL COMPANY;Entity;IFSR;Tehran;Iran
AL KHAMAEL MARITIME SERVICES;Entity;IFSR;Umm Qasr;Iraq
RECONSTRUCTION ORGANIZATION OF HOLY SHRINES IN IRAQ;Entity;IFSR;Tehran;Iran
BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.;Entity;IFSR;Najaf;Iraq
RUSSIAN IMPERIAL MOVEMENT;Entity;SDGT;Saint Petersburg;Russia
MUNDO DIGITAL S.A.;Entity;NICARAGUA;Managua;Nicaragua
DAMASCUS CHAM HOLDING COMPANY;Entity;SYRIA;Damascus;Syria
TAIF MINING SERVICES LLC;Entity;IFSR;Muttrah;Oman
SHANGHAI SAINT LOGISTICS LIMITED;Entity;IFSR;Shanghai;China
LAW ENFORCEMENT FORCES OF THE ISLAMIC REPUBLIC OF IRAN COOPERATIVE FOUNDATION;Entity;IRAN-HR;Tehran;Iran
LIBRE ABORDO, S.A. DE C.V.;Entity;VENEZUELA-EO13850;Mexico City;Mexico
SCHLAGER BUSINESS GROUP S. DE R.L. DE C.V.;Entity;VENEZUELA-EO13850;Mexico City;Mexico
WASHINGTON TRADING LTD;Entity;VENEZUELA-EO13850;London;United Kingdom
GREAT TEHRAN PENITENTIARY;Entity;CAATSA - IRAN;NULL;Iran
QARCHAK PRISON;Entity;CAATSA - IRAN;Tehran;Iran
APEX DEVELOPMENT AND PROJECTS LLC;Entity;SYRIA;Rural Damascus;Syria
KALAI INDUSTRIES;Entity;SYRIA;Damascus;Syria
GRAND TOWN TOURIST CITY;Entity;SYRIA;Damascus;Syria
TELEFOCUS SAL OFFSHORE;Entity;SYRIA;Beirut;Lebanon
TELEFOCUS CONSULTANTS INC;Entity;SYRIA;Halifax;Canada
ZUBAIDI AND QALEI LLC;Entity;SYRIA;Damascus;Syria
CASTLE INVESTMENT HOLDING;Entity;SYRIA;Damascus;Syria
EBLA HOTEL;Entity;SYRIA;Damascus;Syria
DAMASCUS CHAM FOR MANAGEMENT LLC;Entity;SYRIA;Damascus;Syria
BUNYAN DAMASCUS PRIVATE JOINT STOCK COMPANY;Entity;SYRIA;Damascus;Syria
MIRZA COMPANY;Entity;SYRIA;Damascus;Syria
TAMAYOZ LLC;Entity;SYRIA;Damascus;Syria
RAWAFED DAMASCUS PRIVATE JOINT STOCK COMPANY;Entity;SYRIA;Damascus;Syria
RAMAK DEVELOPMENT AND HUMANITARIAN PROJECTS LLC;Entity;SYRIA;Rural Damascus;Syria
AL-AMAR ONE-PERSON LLC;Entity;SYRIA;Rural Damascus;Syria
TIMEET TRADING LLC;Entity;SYRIA;Rural Damascus;Syria
WINGS PRIVATE JSC;Entity;SYRIA;Rural Damascus;Syria
CASTLE HOLDING GMBH;Entity;SYRIA;Vienna;Austria
ART HOUSE GMBH;Entity;SYRIA;Vienna;Austria
ALEL TECHNOLOGIES LLC;Entity;VENEZUELA-EO13850;Boston;United States
LUZY TECHNOLOGIES LLC;Entity;VENEZUELA-EO13850;Boston;United States
COSMO RESOURCES PTE. LTD.;Entity;VENEZUELA-EO13850;NULL;Singapore
FOURTH DIVISION OF THE SYRIAN ARAB ARMY;Entity;SYRIA-EO13894;NULL;Syria
M INVEST, OOO;Entity;CYBER2;St. Petersburg;Russia
TARA STEEL TRADING GMBH;Entity;IRAN-EO13871;Dusseldorf;Germany
METIL STEEL;Entity;IRAN-EO13871;Tehran;Iran
MEROE GOLD CO. LTD.;Entity;CYBER2;Khartoum;Sudan
PACIFIC STEEL FZE;Entity;IRAN-EO13871;Dubai;United Arab Emirates
BETTER FUTURE GENERAL TRADING CO LLC;Entity;IRAN-EO13871;Dubai;United Arab Emirates
TUKA METAL TRADING DMCC;Entity;IRAN-EO13871;Dubai;United Arab Emirates
SIRJAN JAHAN STEEL COMPLEX;Entity;IRAN-EO13871;Tehran;Iran
IRAN CENTRAL IRON ORE COMPANY;Entity;IRAN-EO13871;Yazd;Iran
SHINE DRAGON GROUP LIMITED;Entity;UKRAINE-EO13661;Central;Hong Kong
SHEN YANG JING CHENG MACHINERY IMP&EXP. CO., LIMITED;Entity;CYBER2;Tsim Sha Tsui;Hong Kong
ZHE JIANG JIAYI SMALL COMMODITIES TRADE COMPANY LIMITED;Entity;CYBER2;Mong Kok;Hong Kong
GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY LTD.;Entity;IFCA;NULL;Hong Kong
QASIOUN MALL;Entity;SYRIA;Damascus;Syria
XINJIANG PUBLIC SECURITY BUREAU;Entity;GLOMAG;NULL;China
MILITARY CONSTRUCTION ESTABLISHMENT;Entity;SYRIA;Damascus;Syria
PRODUCTIVE PROJECTS ADMINISTRATION;Entity;SYRIA;Damascus;Syria
INTERSECTION LLC;Entity;SYRIA;Rural Damascus;Syria
AL-JALAA HOTEL;Entity;SYRIA;Damascus;Syria
MASSA PLAZA MALL;Entity;SYRIA;Damascus;Syria
YALBAGHA COMPLEX;Entity;SYRIA;Damascus;Syria
ADAM TRADING AND INVESTMENT LLC;Entity;SYRIA;Damascus;Syria
MURUJ CHAM INVESTMENT AND TOURISM GROUP;Entity;SYRIA;Damascus;Syria
LAROSA FURNITURE;Entity;SYRIA;Damascus;Syria
WASSIM KATTAN LLC;Entity;SYRIA;Rural Damascus;Syria
FIRST DIVISION OF THE SYRIAN ARAB ARMY;Entity;SYRIA-EO13894;NULL;Syria
XINJIANG PRODUCTION AND CONSTRUCTION CORPS;Entity;GLOMAG;NULL;China
SAKUNDA HOLDINGS;Entity;ZIMBABWE;Harare;Zimbabwe
KANIYAT MILITIA;Entity;GLOMAG;NULL;Libya
PARTHIA CARGO LLC;Entity;IFSR;Dubai;United Arab Emirates
DELTA PARTS SUPPLY FZC;Entity;IFSR;Sharjah;United Arab Emirates
ZAGROS PETROCHEMICAL;Entity;IRAN-EO13846;Tehran;Iran
ELEMENTO LIMITED;Entity;VENEZUELA-EO13850;Valletta;Malta
SWISSOIL TRADING SA;Entity;VENEZUELA-EO13850;Geneva;Switzerland
ELEMENTO OIL & GAS LTD;Entity;VENEZUELA-EO13850;Valletta;Malta
ELEMENT CAPITAL ADVISORS LIMITED;Entity;VENEZUELA-EO13850;Panama City;Panama
INSTITUTO NACIONAL DE LOS ESPACIOS ACUATICOS E INSULARES;Entity;VENEZUELA-EO13850;Caracas;Venezuela
RUSTANKER LLC;Entity;VENEZUELA-EO13850;Krasnodarskiy Kray;Russia
ABADAN OIL REFINING COMPANY;Entity;IRAN-EO13846;Abadan;Iran
ZHIHANG SHIP MANAGEMENT SHANGHAI CO LTD;Entity;IRAN-EO13846;Shanghai;China
NEW FAR INTERNATIONAL LOGISTICS LIMITED;Entity;IRAN-EO13846;Wan Chai;Hong Kong
CHEMTRANS PETROCHEMICALS TRADING LLC;Entity;IRAN-EO13846;Dubai;United Arab Emirates
SINO ENERGY SHIPPING HONGKONG LIMITED;Entity;IRAN-EO13846;Kowloon;Hong Kong
PETROTECH FZE;Entity;IRAN-EO13846;Sharjah;United Arab Emirates
DINRIN LIMITED;Entity;IRAN-EO13846;NULL;Hong Kong
TRIO ENERGY DMCC;Entity;IRAN-EO13846;Dubai;United Arab Emirates
JINGHO TECHNOLOGY CO. LIMITED;Entity;IRAN-EO13846;NULL;Hong Kong
DYNAPEX ENERGY LIMITED;Entity;IRAN-EO13846;NULL;Hong Kong
MOBIN INTERNATIONAL LIMITED;Entity;SDGT;Dubai;United Arab Emirates
MOBIN HOLDING LIMITED;Entity;SDGT;London;United Kingdom
OMAN FUEL TRADING LTD;Entity;SDGT;London;United Kingdom
COOPERATIVA DE AHORRO Y CREDITO CAJA RURAL NACIONAL RL;Entity;NICARAGUA;Managua;Nicaragua
UNION DEVELOPMENT GROUP CO., LTD.;Entity;GLOMAG;Phnom Penh;Cambodia
NABAH LTD;Entity;GLOMAG;London;United Kingdom
ARCH CONSULTING;Entity;SDGT;Haret Hreik;Lebanon
MEAMAR SARL;Entity;SDGT;Haret Hreik;Lebanon
ATLANTIC SHIP MANAGEMENT COMPANY;Entity;SDGT;Dubai;United Arab Emirates
MINISTRY OF PETROLEUM;Entity;SDGT;Tehran;Iran
NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY;Entity;SDGT;Tehran;Iran
NATIONAL IRANIAN OIL PRODUCTS DISTRIBUTION COMPANY;Entity;IFSR;Tehran;Iran
IRANIAN OIL PIPELINES AND TELECOMMUNICATION CO.;Entity;SDGT;Tehran;Iran
NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION COMPANY;Entity;SDGT;Tehran;Iran
IMAM KHOMEINI SHAZAND OIL REFINING COMPANY;Entity;SDGT;Arak;Iran
RANA INTELLIGENCE COMPUTING COMPANY;Entity;IRAN-HR;NULL;Iran
ADVANCED PERSISTENT THREAT 39;Entity;IRAN-HR;NULL;Iran
ATLAS SHIP MANAGEMENT;Entity;SDGT;Fujairah;United Arab Emirates
CASTLE SECURITY AND PROTECTION LLC;Entity;SYRIA;Damascus;Syria
EMMA LLC;Entity;SYRIA;Damascus;Syria
EMMA TEL LLC;Entity;SYRIA;Damascus;Syria
ELLA MEDIA SERVICES LLC;Entity;SYRIA;Damascus;Syria
EMMA TEL PLUS LLC;Entity;SYRIA;Damascus;Syria
SYRIAN HOTEL MANAGEMENT LLC;Entity;SYRIA;Damascus;Syria
AL ALI AND AL HAMZA LLC;Entity;SYRIA;Rural Damascus;Syria
SYRIAN COMPANY FOR METALS AND INVESTMENTS LLC;Entity;SYRIA;Damascus;Syria
JASMINE CONTRACTING COMPANY;Entity;SYRIA;Damascus;Syria
GOLDEN STAR TRADING LLC;Entity;SYRIA;Rural Damascus;Syria
ELLA TOURISM COMPANY;Entity;SYRIA;NULL;Syria
SYRIAN TRANSPORT AND TOURISM COMPANY;Entity;SYRIA;Damascus;Syria
M FINANS;Entity;CYBER2;St. Petersburg;Russia
LOBAYE INVEST;Entity;CYBER2;Bangui;Central African Republic
NPP PT OKEANOS, AO;Entity;CYBER2;St. Petersburg;Russia
SHANGHAI CISHUN FINE CHEMICAL CO, LTD.;Entity;ILLICIT-DRUGS-EO14059;Shanghai;China
ADEL ABAD PRISON;Entity;CAATSA - IRAN;Shiraz;Iran
ORUMIYEH PRISON;Entity;CAATSA - IRAN;Orumiyeh City;Iran
VAKILABAD PRISON;Entity;CAATSA - IRAN;Mashhad City;Iran
BRANCH 1 OF THE SHIRAZ REVOLUTIONARY COURT;Entity;CAATSA - IRAN;Shiraz City;Iran
SYRIAN MINISTRY OF TOURISM;Entity;SYRIA;Damascus;Syria
KOREA CHOLSAN GENERAL TRADING CORPORATION;Entity;DPRK3;NULL;Russia
MOKRAN LLC;Entity;DPRK3;St. Petersburg;Russia
STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS;Entity;CAATSA - RUSSIA;Moscow;Russia
TOUMEH INTERNATIONAL GROUP;Entity;SYRIA;Damascus;Syria
DELIGHT SHIPPING COMPANY LIMITED;Entity;IFCA;Hong Kong;China
GRACIOUS SHIPPING COMPANY LIMITED;Entity;IFCA;Hong Kong;China
NOBLE SHIPPING COMPANY LIMITED;Entity;IFCA;Hong Kong;China
SUPREME SHIPPING COMPANY LIMITED;Entity;IFCA;Hong Kong;China
REACH HOLDING GROUP SHANGHAI CO., LTD.;Entity;IFCA;Shanghai;China
REACH SHIPPING LINES HONG KONG CO., LIMITED;Entity;IFCA;Hong Kong;China
TALIB AND SONS PTY LTD;Entity;SDGT;Mt Waverly;Australia
ELEMENTO SOLUTIONS LIMITED;Entity;VENEZUELA-EO13850;London;United Kingdom
JAMBANYANI SAFARIS;Entity;VENEZUELA-EO13850;Victoria Falls;Zimbabwe
CATALINA HOLDINGS CORP.;Entity;VENEZUELA-EO13850;New York;United States
D'AGOSTINO & COMPANY, LTD;Entity;VENEZUELA-EO13850;Caracas;Venezuela
82 ELM REALTY LLC;Entity;VENEZUELA-EO13850;New York;United States
SYRIAN MINISTRY OF PETROLEUM AND MINERAL RESOURCES;Entity;SYRIA;Damascus;Syria
MORVARID PETROCHEMICAL;Entity;IRAN-EO13846;Tehran;Iran
ARYA SASOL POLYMER;Entity;IRAN-EO13846;Tehran;Iran
JIAXIANG ENERGY HOLDING PTE. LTD.;Entity;IRAN-EO13846;NULL;Singapore
BINRIN LIMITED;Entity;IRAN-EO13846;Hong Kong;China
ELFO ENERGY HOLDING LIMITED;Entity;IRAN-EO13846;Hong Kong;China
GLORY ADVANCED LIMITED;Entity;IRAN-EO13846;Hong Kong;China
SIBSHUR LIMITED;Entity;IRAN-EO13846;Hong Kong;China
JANE SHANG CO., LIMITED;Entity;IRAN-EO13846;Hong Kong;China
KHITI HOLDING GROUP;Entity;SYRIA;Damascus;Syria
ABID ALI KHAN TRANSNATIONAL CRIMINAL ORGANIZATION;Entity;TCO;NULL;Pakistan
CENTRAL PUBLIC PROSECUTORS OFFICE;Entity;DPRK2;NULL;Korea, North
PUBLIC ESTABLISHMENT FOR REFINING AND DISTRIBUTION;Entity;SYRIA;Homs;Syria
ARFADA PETROLEUM PRIVATE JOINT STOCK COMPANY;Entity;SYRIA;Damascus;Syria
SALLIZAR SHIPPING SAL;Entity;SYRIA;Beirut Corniche;Lebanon
AL-RESAFA REFINERY COMPANY PRIVATE JSC;Entity;SYRIA;Raqqa;Syria
COASTAL REFINERY COMPANY PRIVATE JSC;Entity;SYRIA;Tartous;Syria
ISLAMIC RADIO AND TELEVISION UNION;Entity;ELECTION-EO13848;NULL;Iran
INTERNATIONAL UNION OF VIRTUAL MEDIA;Entity;ELECTION-EO13848;NULL;Iran
BAYAN RASANEH GOSTAR INSTITUTE;Entity;ELECTION-EO13848;NULL;Iran
BAKHTAR COMMERCIAL COMPANY;Entity;IRAN-EO13846;Tehran;Iran
KAVIAN PETROCHEMICAL COMPANY;Entity;IRAN-EO13846;Tehran;Iran
STRAIT SHIPBROKERS PTE. LTD.;Entity;IRAN-EO13846;NULL;Singapore
NATIONAL DEFENSE FORCES;Entity;SYRIA-EO13894;Damascus;Syria
LAS INGENIERIAS S.A.S.;Entity;SDNTK;Bogota;Colombia
FRESNO HOME S.A.S.;Entity;SDNTK;Pereira;Colombia
DISTRIECOR S.A.S.;Entity;SDNTK;Apartado;Colombia
MULTIOPERACIONES DE OCCIDENTE S.A.S.;Entity;SDNTK;Apartado;Colombia
HODA TRADING;Entity;IFSR;Tehran;Iran
PROMA INDUSTRY CO., LTD.;Entity;IFSR;Hong Kong;China
SOLTECH INDUSTRY CO., LTD.;Entity;IFSR;Hong Kong;China
DES INTERNATIONAL CO., LTD.;Entity;IFSR;Taipei;Taiwan
NAZ TECHNOLOGY CO., LTD.;Entity;IFSR;Taipei City;Taiwan
ARTIN SANA'AT TABAAN COMPANY;Entity;IFSR;Tehran;Iran
ISLAMIC REVOLUTION MOSTAZAFAN FOUNDATION;Entity;IRAN-EO13876;Tehran;Iran
IRAN ELECTRONIC DEVELOPMENT COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SINA ENERGY DEVELOPMENT COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SINA PAYA SANAT DEVELOPMENT CO.;Entity;IRAN-EO13876;Tehran;Iran
SANATI DOODEH FAM CO.;Entity;IRAN-EO13876;Tehran;Iran
RAH NEGAR PARS MIDDLE EAST COMPANY;Entity;IRAN-EO13876;Tehran;Iran
KAVEH PARS MINING INDUSTRIES DEVELOPMENT COMPANY;Entity;IRAN-EO13876;Tehran;Iran
PEYVAND TEJARAT ATIEH IRANIAN COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SHISHEH VA GAS INDUSTRIES GROUP;Entity;IRAN-EO13876;Tehran;Iran
SINA FINANCIAL AND INVESTMENT HOLDING COMPANY;Entity;IRAN-EO13876;Tehran;Iran
DAMAVAND MINING;Entity;IRAN-EO13876;Tehran;Iran
TEHRAN CEMENT COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SINA PORT AND MARINE SERVICES DEVELOPMENT COMPANY;Entity;IRAN-EO13876;Tehran;Iran
IRAN TIRE MANUFACTURING COMPANY;Entity;IRAN-EO13876;Tehran;Iran
BEHRAN OIL CO.;Entity;IRAN-EO13876;Tehran;Iran
TEHRAN INTERNATIONAL TRANSPORT CO;Entity;IRAN-EO13876;Tehran;Iran
NORTH WOOD INDUSTRY COMPANY;Entity;IRAN-EO13876;Tehran;Iran
KAVEH KHOZESTAN ALUMINUM COMPANY;Entity;IRAN-EO13876;Tehran;Iran
OMRAN VA MASKAN IRAN COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SINA TILE AND CERAMIC INDUSTRIES COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SINA CURRENCY EXCHANGE COMPANY;Entity;IRAN-EO13876;Tehran;Iran
INTERNATIONAL TRADE AND INDUSTRIAL TECHNOLOGY ITRITEC GMBH;Entity;IRAN-EO13876;Dusseldorf;Germany
BONYAD SHIPPING AGENCIES COMPANY;Entity;IRAN-EO13876;Tehran;Iran
PARS TILE COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SELKBAF CO;Entity;IRAN-EO13876;Yazd;Iran
ALIAF COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SOMIC ENGINEERING AND MANAGEMENT CO;Entity;IRAN-EO13876;Tehran;Iran
BONYAD EASTERN RAILWAY COMPANY;Entity;IRAN-EO13876;Tehran;Iran
HEJAB TEXTILE COMPANY;Entity;IRAN-EO13876;Tehran;Iran
PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING COMPANY;Entity;IRAN-EO13876;Tehran;Iran
SINA RAIL PARS COMPANY;Entity;IRAN-EO13876;Tehran;Iran
PARSIAN TOURISM AND RECREATIONAL CENTERS COMPANY;Entity;IRAN-EO13876;Tehran;Iran
PAYANDAN COMPANY;Entity;IRAN-EO13876;Tehran;Iran
